Feature,Mean,Std,Min,Max,Q1,Median,Q3
mfcc11_std,4.476419235288631e-16,1.0010015025043828,-2.252177871987338,5.630913272342433,-0.6429751437600966,-0.1583643757215174,0.5018516174202364
mfcc12_mean,1.4210854715202004e-17,1.0010015025043828,-3.9924711258172323,3.1767008749232555,-0.5687240702936245,0.03756982034509305,0.695255344781552
mfcc12_std,-4.1211478674085813e-16,1.0010015025043828,-2.092811728747188,4.038235394183585,-0.6888166892166596,-0.1368421964233327,0.5455283851046535
mfcc13_mean,4.263256414560601e-17,1.001001502504383,-3.697401173497058,2.558209706839602,-0.519643921487613,0.09446354537777252,0.6628463448852762
mfcc13_std,-2.220446049250313e-16,1.0010015025043828,-2.075274312576908,4.284424364897639,-0.7308390478737332,-0.17751232705247436,0.45292902248456396
mfcc14_mean,-2.842170943040401e-17,1.0010015025043828,-4.200677910686421,3.125858285493952,-0.5284380869408388,0.08052736931037333,0.6238440433341669
mfcc14_std,-2.842170943040401e-17,1.0010015025043828,-1.8534244631503651,6.879196227994567,-0.6787866987075613,-0.21489365704475422,0.44527276338142013
mfcc15_mean,-1.4210854715202004e-17,1.0010015025043828,-4.745519012403883,3.3951237138132186,-0.5767781909871158,0.0211101820487031,0.5830377051177604
mfcc15_std,7.105427357601002e-18,1.001001502504383,-1.7521325693511898,4.466131032067078,-0.712970471899625,-0.2063420799002421,0.4920747509885992
mfcc16_mean,0.0,1.001001502504383,-3.279480133672319,2.801539496599029,-0.5426979127352374,0.10864508513368952,0.6168817060940068
mfcc16_std,-5.684341886080802e-17,1.0010015025043828,-1.6568006782972882,5.1247831654029135,-0.7189997456984225,-0.17990964112286106,0.44751646676386525
mfcc17_mean,3.1974423109204506e-17,1.0010015025043828,-4.235110068270643,3.031804236950922,-0.6484162610567259,0.015547942199561748,0.6236508873188467
mfcc17_std,1.8474111129762604e-16,1.001001502504383,-1.9644909505559436,5.2422985022623685,-0.67908945359891,-0.22751467757943045,0.42109548916237394
mfcc18_mean,4.263256414560601e-17,1.001001502504383,-2.9349548012619535,2.534685050682414,-0.6367255000524759,0.05901710619700711,0.7285808209341464
mfcc18_std,-3.1619151741324457e-16,1.0010015025043828,-1.7486308170891691,4.638802838653924,-0.6738059269356993,-0.20915812441402679,0.4592022097388984
mfcc19_mean,-3.1974423109204506e-17,1.0010015025043828,-2.7030505192003544,3.510899837162632,-0.6477920333565227,-0.10860255290658077,0.6019841749305017
mfcc19_std,-2.2026824808563106e-16,1.001001502504383,-2.0085017051114296,4.015027717720049,-0.6880401645850578,-0.1679302901432852,0.537578059417793
mfcc20_mean,-3.552713678800501e-17,1.0010015025043828,-3.80128496827322,2.6489102900929677,-0.6462263121116291,0.05977173857793307,0.7203686764465848
mfcc20_std,-3.232969447708456e-16,1.001001502504383,-1.8126618171655444,4.16703384390372,-0.6851295439406829,-0.18652479208182102,0.6017889095803168
chroma1_mean,-3.979039320256561e-16,1.0010015025043828,-2.405187252289163,4.053731755027056,-0.7266132693965185,-0.11458678907399192,0.5196985597676387
chroma1_std,-5.400124791776761e-16,1.0010015025043828,-2.9007213272881547,2.5188483682683787,-0.830776981988467,-0.07457249280857997,0.826775810790846
chroma2_mean,-2.842170943040401e-16,1.0010015025043828,-2.061391268943204,4.5203635781056954,-0.7861546892875599,-0.10434174720214762,0.6317254652556132
chroma2_std,-1.687538997430238e-16,1.0010015025043828,-2.3029846272407997,2.262237506424405,-0.8710014932991749,-0.028687487516519655,0.8246733826816087
chroma3_mean,-5.258016244624741e-16,1.0010015025043828,-2.1404649874438957,3.4192080447912203,-0.7241167319327557,-0.10221863980114643,0.5601147748619792
chroma3_std,-7.283063041541026e-16,1.0010015025043828,-3.2476242729919598,2.2503054945784973,-0.794969717245776,0.08740759562587591,0.8305643284701305
chroma4_mean,-4.831690603168682e-16,1.0010015025043828,-2.2769413922207087,4.487207174939083,-0.7278124384835378,-0.0936732074910842,0.6088041200830772
chroma4_std,-5.258016244624741e-16,1.001001502504383,-2.633606345976055,2.5089141673060062,-0.7445237536928259,-0.02738777560063964,0.6889903561192543
chroma5_mean,-2.5579538487363605e-16,1.0010015025043828,-2.3560287602004757,3.232610461547122,-0.7376918419543727,-0.04752445248264057,0.5992954119211467
chroma5_std,-6.785683126508957e-16,1.0010015025043828,-3.205510812200104,1.904833554191799,-0.7389099648378591,0.1818555917343576,0.7999271363062053
chroma6_mean,-4.298783551348606e-16,1.001001502504383,-1.84955983848519,4.6665647198063,-0.6966318880049625,-0.12001967028397692,0.47470075722853555
chroma6_std,-8.668621376273222e-16,1.0010015025043828,-2.358577583320475,2.301988352832724,-0.785170954391512,0.021424246586149824,0.7772815214510639
chroma7_mean,1.4210854715202004e-17,1.0010015025043828,-2.1396969679416737,3.8217237782529088,-0.7119103651117703,-0.09151869463475654,0.5732833692913287
chroma7_std,-4.902744876744692e-16,1.0010015025043828,-2.7822864121801616,2.404812360881433,-0.7733792998759382,0.053549118160118175,0.7529180918844476
chroma8_mean,-5.684341886080802e-17,1.0010015025043828,-2.134963779287013,3.4314467980209034,-0.6605768962638896,-0.1673198468971669,0.5095310673483271
chroma8_std,-5.790923296444817e-16,1.001001502504383,-2.6138041573820465,2.1758715141737177,-0.7326470608041432,-0.0004966879842190604,0.718359153456482
chroma9_mean,-2.984279490192421e-16,1.001001502504383,-2.3918717709982986,4.644975523613786,-0.7296047352137414,-0.1466825485322406,0.6218551780727474
chroma9_std,-4.725109192804666e-16,1.0010015025043828,-2.2840810906958207,2.644347717877791,-0.7953527936839777,-0.01714442480584858,0.7655273204568134
chroma10_mean,-2.415845301584341e-16,1.001001502504383,-2.3601427218899413,3.4168744265180675,-0.686729928929502,-0.04603629569586399,0.5955355053304809
chroma10_std,-9.734435479913373e-16,1.0010015025043828,-3.123380285439539,2.2162514830291697,-0.768290321583633,0.09490349872704265,0.7543743253695802
chroma11_mean,-1.2789769243681802e-16,1.0010015025043828,-2.06557681703185,3.019259508178526,-0.7697173382809407,-0.15969144378327832,0.6524070183258636
chroma11_std,-5.684341886080802e-17,1.0010015025043828,-2.26513563495214,2.8627039368712905,-0.812945603724045,-0.1771961798062353,0.7795868645052251
chroma12_mean,-7.105427357601002e-17,1.001001502504383,-2.5658717273440756,4.096309895241765,-0.718737640646606,-0.12822657295033177,0.5965821038541674
chroma12_std,-5.186961971048731e-16,1.0010015025043828,-2.166552887343059,2.524809025264957,-0.828206297640917,-0.09622407506164962,0.8353138340477746
